subindex,time,rssi,noise,nrx,ntx,lat,lon,node,role,pos,power,rate,size,distance
0,1900-01-01 16:39:39.861678157,,,,1.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
1,1900-01-01 16:39:39.195685342,,,,4.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
2,1900-01-01 16:39:40.525227564,,,,5.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
3,1900-01-01 16:39:40.854702915,,,,6.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
4,1900-01-01 16:39:40.184222693,,,,7.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
5,1900-01-01 16:39:40.513677544,,,,8.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
6,1900-01-01 16:39:41.843190044,,,,9.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
7,1900-01-01 16:39:41.172713544,,,,10.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
8,1900-01-01 16:39:41.502226099,,,,11.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
9,1900-01-01 16:39:42.831701988,,,,12.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
10,1900-01-01 16:39:42.161275932,,,,13.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
11,1900-01-01 16:39:42.490702414,,,,14.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
12,1900-01-01 16:39:43.820221839,,,,15.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
13,1900-01-01 16:39:43.149727432,,,,16.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
14,1900-01-01 16:39:43.479186228,,,,17.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
15,1900-01-01 16:39:44.808649357,,,,18.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
16,1900-01-01 16:39:44.138178227,,,,19.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
17,1900-01-01 16:39:44.467716042,,,,20.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
18,1900-01-01 16:39:45.797210616,,,,21.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
19,1900-01-01 16:39:45.126654338,,,,22.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
20,1900-01-01 16:39:45.456142338,,,,23.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
21,1900-01-01 16:39:46.785581689,,,,24.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
22,1900-01-01 16:39:46.115090560,,,,25.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
23,1900-01-01 16:39:46.444544689,,,,26.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
24,1900-01-01 16:39:47.774104226,,,,27.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
25,1900-01-01 16:39:47.103621726,,,,28.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
26,1900-01-01 16:39:47.433067614,,,,29.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
27,1900-01-01 16:39:48.762606503,,,,30.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
28,1900-01-01 16:39:48.921202990,,,,31.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
29,1900-01-01 16:39:48.421549447,,,,32.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
30,1900-01-01 16:39:49.751049262,,,,33.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
31,1900-01-01 16:39:49.805650390,,,,34.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
32,1900-01-01 16:39:49.410031261,,,,35.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
33,1900-01-01 16:39:50.739512465,,,,36.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
34,1900-01-01 16:39:50.689490200,,,,37.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
35,1900-01-01 16:39:50.398437076,,,,38.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
36,1900-01-01 16:39:51.727965427,,,,39.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
37,1900-01-01 16:39:51.575010750,,,,40.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
38,1900-01-01 16:39:51.386873260,,,,41.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
39,1900-01-01 16:39:52.716337741,,,,42.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
40,1900-01-01 16:39:52.458832600,,,,43.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
41,1900-01-01 16:39:52.375375482,,,,44.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
42,1900-01-01 16:39:53.704854833,,,,45.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
43,1900-01-01 16:39:53.343170930,,,,46.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
44,1900-01-01 16:39:53.363856685,,,,47.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
45,1900-01-01 16:39:54.693294666,,,,48.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
46,1900-01-01 16:39:54.227719440,,,,49.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
47,1900-01-01 16:39:54.352304444,,,,50.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
48,1900-01-01 16:39:55.681784203,,,,51.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
49,1900-01-01 16:39:55.112830540,,,,52.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
50,1900-01-01 16:39:55.340735387,,,,53.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
51,1900-01-01 16:39:56.670113609,,,,54.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
52,1900-01-01 16:39:56.999711554,,,,55.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
53,1900-01-01 16:39:56.329057498,,,,56.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
54,1900-01-01 16:39:57.658539701,,,,57.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
55,1900-01-01 16:39:57.988042775,,,,58.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
56,1900-01-01 16:39:57.317577349,,,,59.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
57,1900-01-01 16:39:58.647110645,,,,60.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
58,1900-01-01 16:39:58.976532460,,,,61.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
59,1900-01-01 16:39:58.306081534,,,,62.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
60,1900-01-01 16:39:59.635492534,,,,63.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
61,1900-01-01 16:39:59.964979348,,,,64.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
62,1900-01-01 16:39:59.294500441,,,,65.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
63,1900-01-01 16:40:00.623996903,,,,66.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
64,1900-01-01 16:40:00.953512774,,,,67.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
65,1900-01-01 16:40:00.282885070,,,,68.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
66,1900-01-01 16:40:01.612436144,,,,69.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
67,1900-01-01 16:40:01.941889940,,,,70.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
68,1900-01-01 16:40:01.271343328,,,,71.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
69,1900-01-01 16:40:02.600804976,,,,72.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
70,1900-01-01 16:40:02.930316050,,,,73.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
71,1900-01-01 16:40:02.259751161,,,,74.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
72,1900-01-01 16:40:03.589255476,,,,75.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
73,1900-01-01 16:40:03.918778531,,,,76.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
74,1900-01-01 16:40:03.248214623,,,,77.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
75,1900-01-01 16:40:04.577753216,,,,78.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
76,1900-01-01 16:40:04.907174882,,,,79.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
77,1900-01-01 16:40:04.236706882,,,,80.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
78,1900-01-01 16:40:05.566211123,,,,81.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
79,1900-01-01 16:40:05.895627271,,,,82.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
80,1900-01-01 16:40:05.225132641,,,,83.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
81,1900-01-01 16:40:06.554592307,,,,84.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
82,1900-01-01 16:40:06.884144696,,,,85.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
83,1900-01-01 16:40:06.213559529,,,,86.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
84,1900-01-01 16:40:07.542967140,,,,87.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
85,1900-01-01 16:40:07.872462844,,,,88.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
86,1900-01-01 16:40:07.201959603,,,,89.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
87,1900-01-01 16:40:08.531457139,,,,90.0,40.770278,-8.69488,1,tx,6,17,2400,32,2837.7497383134823
0,1900-01-01 16:14:59.971394261,,,,1.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
1,1900-01-01 16:14:59.305392668,,,,5.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
2,1900-01-01 16:15:00.634947094,,,,6.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
3,1900-01-01 16:15:00.964413482,,,,7.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
4,1900-01-01 16:15:00.293899482,,,,8.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
5,1900-01-01 16:15:01.623393667,,,,9.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
6,1900-01-01 16:15:01.952915630,,,,10.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
7,1900-01-01 16:15:01.282394500,,,,11.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
8,1900-01-01 16:15:02.611870593,,,,12.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
9,1900-01-01 16:15:02.941383074,,,,13.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
10,1900-01-01 16:15:02.270866555,,,,14.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
11,1900-01-01 16:15:03.600367685,,,,15.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
12,1900-01-01 16:15:03.929909555,,,,16.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
13,1900-01-01 16:15:03.259420999,,,,17.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
14,1900-01-01 16:15:04.588832517,,,,18.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
15,1900-01-01 16:15:04.918316462,,,,19.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
16,1900-01-01 16:15:04.247830313,,,,20.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
17,1900-01-01 16:15:05.577335313,,,,21.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
18,1900-01-01 16:15:05.906817035,,,,22.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
19,1900-01-01 16:15:05.236290442,,,,23.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
20,1900-01-01 16:15:06.565805942,,,,24.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
21,1900-01-01 16:15:06.895243720,,,,25.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
22,1900-01-01 16:15:06.224687312,,,,26.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
23,1900-01-01 16:15:07.554260201,,,,27.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
24,1900-01-01 16:15:07.883664478,,,,28.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
25,1900-01-01 16:15:07.213250960,,,,29.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
26,1900-01-01 16:15:08.542646719,,,,30.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
27,1900-01-01 16:15:08.872114015,,,,31.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
28,1900-01-01 16:15:08.201646459,,,,32.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
29,1900-01-01 16:15:09.531117311,,,,33.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
30,1900-01-01 16:15:09.860588959,,,,34.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
31,1900-01-01 16:15:09.190136588,,,,35.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
32,1900-01-01 16:15:09.519618995,,,,36.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
33,1900-01-01 16:15:10.848981180,,,,37.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
34,1900-01-01 16:15:10.178481643,,,,38.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
35,1900-01-01 16:15:10.508035180,,,,39.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
36,1900-01-01 16:15:11.837484828,,,,40.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
37,1900-01-01 16:15:11.166943550,,,,41.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
38,1900-01-01 16:15:11.496440494,,,,42.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
39,1900-01-01 16:15:12.825841586,,,,43.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
40,1900-01-01 16:15:12.155396309,,,,44.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
41,1900-01-01 16:15:12.484886216,,,,45.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
42,1900-01-01 16:15:13.814338790,,,,46.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
43,1900-01-01 16:15:13.143769845,,,,47.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
44,1900-01-01 16:15:13.473309789,,,,48.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
45,1900-01-01 16:15:14.802710919,,,,49.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
46,1900-01-01 16:15:14.132308993,,,,50.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
47,1900-01-01 16:15:14.461772733,,,,51.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
48,1900-01-01 16:15:15.791190122,,,,52.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
49,1900-01-01 16:15:15.120653418,,,,53.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
50,1900-01-01 16:15:15.450152881,,,,54.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
51,1900-01-01 16:15:16.779637584,,,,55.0,40.77559,-8.692361,1,tx,5,17,2400,32,2275.8843615175206
