subindex,time,rssi,noise,nrx,ntx,lat,lon,node,role,pos,power,rate,size,distance
0,1900-01-01 17:08:29.873005236,,,,1.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
1,1900-01-01 17:08:29.121269255,,,,5.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
2,1900-01-01 17:08:29.243169051,,,,6.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
3,1900-01-01 17:08:29.365002718,,,,7.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
4,1900-01-01 17:08:29.486965273,,,,8.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
5,1900-01-01 17:08:30.608768180,,,,9.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
6,1900-01-01 17:08:30.730630292,,,,10.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
7,1900-01-01 17:08:30.852433254,,,,11.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
8,1900-01-01 17:08:30.974306995,,,,12.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
9,1900-01-01 17:08:30.962194210,,,,13.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
10,1900-01-01 17:08:30.218066013,,,,14.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
11,1900-01-01 17:08:30.339942050,,,,15.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
12,1900-01-01 17:08:30.461808180,,,,16.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
13,1900-01-01 17:08:31.583664532,,,,17.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
14,1900-01-01 17:08:31.705504680,,,,18.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
15,1900-01-01 17:08:31.827381958,,,,19.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
16,1900-01-01 17:08:31.949315698,,,,20.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
17,1900-01-01 17:08:31.711488830,,,,21.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
18,1900-01-01 17:08:31.193014383,,,,22.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
19,1900-01-01 17:08:31.314873716,,,,23.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
20,1900-01-01 17:08:31.436741309,,,,24.0,40.77029,-8.694895,1,tx,7,22,4800,32,2837.6463139714324
