subindex,time,rssi,noise,nrx,ntx,lat,lon,node,role,pos,power,rate,size,distance
16,1900-01-01 13:34:28.474013520,,,,19.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
17,1900-01-01 13:34:29.169227129,,,,20.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
18,1900-01-01 13:34:29.291149963,,,,21.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
19,1900-01-01 13:34:29.413003185,,,,22.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
20,1900-01-01 13:34:29.534821073,,,,23.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
21,1900-01-01 13:34:29.656694759,,,,24.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
22,1900-01-01 13:34:29.778536777,,,,25.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
23,1900-01-01 13:34:29.900456888,,,,26.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
24,1900-01-01 13:34:29.223184990,,,,27.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
25,1900-01-01 13:34:30.144131832,,,,28.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
26,1900-01-01 13:34:30.266014721,,,,29.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
27,1900-01-01 13:34:30.387891443,,,,30.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
28,1900-01-01 13:34:30.509738573,,,,31.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
29,1900-01-01 13:34:30.631621999,,,,32.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
30,1900-01-01 13:34:30.753468165,,,,33.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
31,1900-01-01 13:34:30.875344369,,,,34.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
32,1900-01-01 13:34:30.997273276,,,,35.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
33,1900-01-01 13:34:30.119095295,,,,36.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
34,1900-01-01 13:34:31.241005369,,,,37.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
35,1900-01-01 13:34:31.362811017,,,,38.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
36,1900-01-01 13:34:31.484706924,,,,39.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
37,1900-01-01 13:34:31.606552924,,,,40.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
38,1900-01-01 13:34:31.728454350,,,,41.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
39,1900-01-01 13:34:31.850271035,,,,42.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
40,1900-01-01 13:34:31.972218757,,,,43.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
41,1900-01-01 13:34:31.940152020,,,,44.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
42,1900-01-01 13:34:32.215855313,,,,45.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
43,1900-01-01 13:34:32.337795924,,,,46.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
44,1900-01-01 13:34:32.459701127,,,,47.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
45,1900-01-01 13:34:32.581461294,,,,48.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
46,1900-01-01 13:34:32.703348646,,,,49.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
47,1900-01-01 13:34:32.825191960,,,,50.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
48,1900-01-01 13:34:32.947086664,,,,51.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
49,1900-01-01 13:34:32.688760340,,,,52.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
50,1900-01-01 13:34:33.190757071,,,,53.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
51,1900-01-01 13:34:33.312549923,,,,54.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
52,1900-01-01 13:34:33.434427349,,,,55.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
53,1900-01-01 13:34:33.556356886,,,,56.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
54,1900-01-01 13:34:33.678178941,,,,57.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
55,1900-01-01 13:34:33.800058201,,,,58.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
56,1900-01-01 13:34:33.921862904,,,,59.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
57,1900-01-01 13:34:33.437725890,,,,60.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
58,1900-01-01 13:34:34.165640719,,,,61.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
59,1900-01-01 13:34:34.287458071,,,,62.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
60,1900-01-01 13:34:34.409326422,,,,63.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
61,1900-01-01 13:34:34.531191922,,,,64.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
62,1900-01-01 13:34:34.653036719,,,,65.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
63,1900-01-01 13:34:34.774902552,,,,66.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
64,1900-01-01 13:34:34.896761330,,,,67.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
65,1900-01-01 13:34:34.186788290,,,,68.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
66,1900-01-01 13:34:35.140535181,,,,69.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
67,1900-01-01 13:34:35.262384866,,,,70.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
68,1900-01-01 13:34:35.384266255,,,,71.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
69,1900-01-01 13:34:35.506058570,,,,72.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
70,1900-01-01 13:34:35.627949662,,,,73.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
71,1900-01-01 13:34:35.749810644,,,,74.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
72,1900-01-01 13:34:35.871643959,,,,75.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
73,1900-01-01 13:34:35.993569255,,,,76.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
74,1900-01-01 13:34:35.115387403,,,,77.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
75,1900-01-01 13:34:36.237251107,,,,78.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
76,1900-01-01 13:34:36.359072051,,,,79.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
77,1900-01-01 13:34:36.480955755,,,,80.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
78,1900-01-01 13:34:36.602808662,,,,81.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
79,1900-01-01 13:34:36.724720199,,,,82.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
80,1900-01-01 13:34:36.846519828,,,,83.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
81,1900-01-01 13:34:36.968380976,,,,84.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
82,1900-01-01 13:34:36.902591250,,,,85.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
83,1900-01-01 13:34:37.212112828,,,,86.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
84,1900-01-01 13:34:37.334003124,,,,87.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
85,1900-01-01 13:34:37.455861050,,,,88.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
86,1900-01-01 13:34:37.577694698,,,,89.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
87,1900-01-01 13:34:37.699600402,,,,90.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
88,1900-01-01 13:34:37.821400809,,,,91.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
89,1900-01-01 13:34:37.943336494,,,,92.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
90,1900-01-01 13:34:37.651629390,,,,93.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
91,1900-01-01 13:34:38.187005494,,,,94.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
92,1900-01-01 13:34:38.308905235,,,,95.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
93,1900-01-01 13:34:38.430795013,,,,96.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
94,1900-01-01 13:34:38.552598383,,,,97.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
95,1900-01-01 13:34:38.674437420,,,,98.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
96,1900-01-01 13:34:38.796333383,,,,99.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
97,1900-01-01 13:34:38.918204568,,,,100.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
98,1900-01-01 13:34:38.400902160,,,,101.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
99,1900-01-01 13:34:39.161883234,,,,102.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
100,1900-01-01 13:34:39.283803068,,,,103.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
101,1900-01-01 13:34:39.405619401,,,,104.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
102,1900-01-01 13:34:39.527516049,,,,105.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
103,1900-01-01 13:34:39.649380104,,,,106.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
104,1900-01-01 13:34:39.771274216,,,,107.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
105,1900-01-01 13:34:39.893147141,,,,108.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
106,1900-01-01 13:34:39.150412340,,,,109.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
107,1900-01-01 13:34:40.136873326,,,,110.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
108,1900-01-01 13:34:40.258682586,,,,111.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
109,1900-01-01 13:34:40.380577845,,,,112.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
110,1900-01-01 13:34:40.502399178,,,,113.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
111,1900-01-01 13:34:40.624204400,,,,114.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
112,1900-01-01 13:34:40.746075289,,,,115.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
113,1900-01-01 13:34:40.867924067,,,,116.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
114,1900-01-01 13:34:40.989832104,,,,117.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
115,1900-01-01 13:34:40.111658474,,,,118.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
116,1900-01-01 13:34:41.233525752,,,,119.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
117,1900-01-01 13:34:41.355408715,,,,120.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
118,1900-01-01 13:34:41.477262344,,,,121.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
119,1900-01-01 13:34:41.599038696,,,,122.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
120,1900-01-01 13:34:41.720960844,,,,123.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
121,1900-01-01 13:34:41.842777214,,,,124.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
122,1900-01-01 13:34:41.964695048,,,,125.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
123,1900-01-01 13:34:41.864850660,,,,126.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
124,1900-01-01 13:34:42.208383788,,,,127.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
125,1900-01-01 13:34:42.330243084,,,,128.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
126,1900-01-01 13:34:42.452184640,,,,129.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
127,1900-01-01 13:34:42.573970492,,,,130.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
128,1900-01-01 13:34:42.695823880,,,,131.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
129,1900-01-01 13:34:42.817634436,,,,132.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
130,1900-01-01 13:34:42.939507343,,,,133.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
131,1900-01-01 13:34:42.613746210,,,,134.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
132,1900-01-01 13:34:43.183284288,,,,135.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
133,1900-01-01 13:34:43.305133862,,,,136.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
134,1900-01-01 13:34:43.426942139,,,,137.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
135,1900-01-01 13:34:43.548785861,,,,138.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
136,1900-01-01 13:34:43.670623861,,,,139.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
137,1900-01-01 13:34:43.792540121,,,,140.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
138,1900-01-01 13:34:43.914391083,,,,141.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
139,1900-01-01 13:34:43.362865280,,,,142.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
140,1900-01-01 13:34:44.158134935,,,,143.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
141,1900-01-01 13:34:44.279929380,,,,144.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
142,1900-01-01 13:34:44.401848768,,,,145.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
143,1900-01-01 13:34:44.523692268,,,,146.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
144,1900-01-01 13:34:44.645519990,,,,147.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
145,1900-01-01 13:34:44.767401268,,,,148.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
146,1900-01-01 13:34:44.889278694,,,,149.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
147,1900-01-01 13:34:44.111443790,,,,150.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
148,1900-01-01 13:34:45.132941694,,,,151.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
149,1900-01-01 13:34:45.254830749,,,,152.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
150,1900-01-01 13:34:45.376647471,,,,153.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
151,1900-01-01 13:34:45.498464157,,,,154.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
152,1900-01-01 13:34:45.620309619,,,,155.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
153,1900-01-01 13:34:45.742153564,,,,156.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
154,1900-01-01 13:34:45.864091545,,,,157.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
155,1900-01-01 13:34:45.985978156,,,,158.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
156,1900-01-01 13:34:45.107741712,,,,159.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
157,1900-01-01 13:34:46.229624878,,,,160.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
158,1900-01-01 13:34:46.351448934,,,,161.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
159,1900-01-01 13:34:46.473359526,,,,162.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
160,1900-01-01 13:34:46.595245619,,,,163.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
161,1900-01-01 13:34:46.717096082,,,,164.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
162,1900-01-01 13:34:46.838866637,,,,165.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
163,1900-01-01 13:34:46.960732748,,,,166.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
164,1900-01-01 13:34:46.826413960,,,,167.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
165,1900-01-01 13:34:47.204522433,,,,168.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
166,1900-01-01 13:34:47.326346100,,,,169.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
167,1900-01-01 13:34:47.448261878,,,,170.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
168,1900-01-01 13:34:47.570050229,,,,171.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
169,1900-01-01 13:34:47.691945285,,,,172.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
170,1900-01-01 13:34:47.813772526,,,,173.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
171,1900-01-01 13:34:47.935616711,,,,174.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
172,1900-01-01 13:34:47.574498770,,,,175.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
173,1900-01-01 13:34:48.179304007,,,,176.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
174,1900-01-01 13:34:48.301098951,,,,177.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
175,1900-01-01 13:34:48.422974784,,,,178.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
176,1900-01-01 13:34:48.544889284,,,,179.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
177,1900-01-01 13:34:48.666679655,,,,180.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
178,1900-01-01 13:34:48.788547747,,,,181.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
179,1900-01-01 13:34:48.910428062,,,,182.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
180,1900-01-01 13:34:48.323268770,,,,183.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
181,1900-01-01 13:34:49.154148284,,,,184.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
182,1900-01-01 13:34:49.276050265,,,,185.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
183,1900-01-01 13:34:49.397866525,,,,186.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
184,1900-01-01 13:34:49.519698191,,,,187.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
185,1900-01-01 13:34:49.641568895,,,,188.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
186,1900-01-01 13:34:49.763458080,,,,189.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
187,1900-01-01 13:34:49.885328228,,,,190.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
188,1900-01-01 13:34:49.723330200,,,,191.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
189,1900-01-01 13:34:50.129106043,,,,192.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
190,1900-01-01 13:34:50.250851783,,,,193.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
191,1900-01-01 13:34:50.372752506,,,,194.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
192,1900-01-01 13:34:50.494631542,,,,195.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
193,1900-01-01 13:34:50.616457302,,,,196.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
194,1900-01-01 13:34:50.738307913,,,,197.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
195,1900-01-01 13:34:50.860208153,,,,198.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
196,1900-01-01 13:34:50.982041264,,,,199.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
197,1900-01-01 13:34:50.103934950,,,,200.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
198,1900-01-01 13:34:51.225780524,,,,201.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
199,1900-01-01 13:34:51.347629412,,,,202.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
200,1900-01-01 13:34:51.469474357,,,,203.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
201,1900-01-01 13:34:51.591333579,,,,204.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
202,1900-01-01 13:34:51.713213338,,,,205.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
203,1900-01-01 13:34:51.835058745,,,,206.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
204,1900-01-01 13:34:51.956942782,,,,207.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
205,1900-01-01 13:34:51.787917640,,,,208.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
206,1900-01-01 13:34:52.200633338,,,,209.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
207,1900-01-01 13:34:52.322516004,,,,210.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
208,1900-01-01 13:34:52.444454856,,,,211.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
209,1900-01-01 13:34:52.566198245,,,,212.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
210,1900-01-01 13:34:52.688095449,,,,213.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
211,1900-01-01 13:34:52.809879226,,,,214.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
212,1900-01-01 13:34:52.931769837,,,,215.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
213,1900-01-01 13:34:52.535874110,,,,216.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
214,1900-01-01 13:34:53.175513504,,,,217.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
215,1900-01-01 13:34:53.297286874,,,,218.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
216,1900-01-01 13:34:53.419146170,,,,219.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
217,1900-01-01 13:34:53.541040522,,,,220.0,40.780168,-8.680668,1,tx,1,10,4800,32,1221.9149317463325
0,1900-01-01 13:34:26.928673900,,,,1.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
1,1900-01-01 13:34:27.219273112,,,,4.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
2,1900-01-01 13:34:27.341190741,,,,5.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
3,1900-01-01 13:34:27.463096704,,,,6.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
4,1900-01-01 13:34:27.584937889,,,,7.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
5,1900-01-01 13:34:27.706800204,,,,8.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
6,1900-01-01 13:34:27.828710926,,,,9.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
7,1900-01-01 13:34:27.950596241,,,,10.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
8,1900-01-01 13:34:27.724139080,,,,11.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
9,1900-01-01 13:34:28.194315722,,,,12.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
10,1900-01-01 13:34:28.316168889,,,,13.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
11,1900-01-01 13:34:28.438007407,,,,14.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
12,1900-01-01 13:34:28.559870685,,,,15.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
13,1900-01-01 13:34:28.681791278,,,,16.0,40.78459,-8.675635,1,tx,0,10,4800,32,574.9861212529461
