subindex,time,rssi,noise,nrx,ntx,lat,lon,node,role,pos,power,rate,size,distance
0,1900-01-01 16:45:45.396048197,,,,1.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
1,1900-01-01 16:45:46.730089345,,,,5.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
2,1900-01-01 16:45:46.595869930,,,,6.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
3,1900-01-01 16:45:46.389105493,,,,7.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
4,1900-01-01 16:45:47.718551826,,,,8.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
5,1900-01-01 16:45:47.481725850,,,,9.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
6,1900-01-01 16:45:47.377624900,,,,10.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
7,1900-01-01 16:45:48.707028251,,,,11.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
8,1900-01-01 16:45:48.365243620,,,,12.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
9,1900-01-01 16:45:48.366049936,,,,13.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
10,1900-01-01 16:45:49.695544936,,,,14.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
11,1900-01-01 16:45:49.250981580,,,,15.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
12,1900-01-01 16:45:49.354480158,,,,16.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
13,1900-01-01 16:45:50.684020658,,,,17.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
14,1900-01-01 16:45:50.135456950,,,,18.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
15,1900-01-01 16:45:50.342950768,,,,19.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
16,1900-01-01 16:45:51.672479009,,,,20.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
17,1900-01-01 16:45:51.200526800,,,,21.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
18,1900-01-01 16:45:51.331500657,,,,22.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
19,1900-01-01 16:45:52.660928953,,,,23.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
20,1900-01-01 16:45:52.990460601,,,,24.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
21,1900-01-01 16:45:52.320100971,,,,25.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
22,1900-01-01 16:45:53.649429989,,,,26.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
23,1900-01-01 16:45:53.978907804,,,,27.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
24,1900-01-01 16:45:53.308418859,,,,28.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
25,1900-01-01 16:45:54.637815137,,,,29.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
26,1900-01-01 16:45:54.967423137,,,,30.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
27,1900-01-01 16:45:54.296817173,,,,31.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
28,1900-01-01 16:45:55.626353507,,,,32.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
29,1900-01-01 16:45:55.955841136,,,,33.0,40.770278,-8.69488,1,tx,6,22,2400,32,2837.7497383134823
