0,13:39:05.146798354,,,,1,40.784590,-8.675635
1,13:39:05.273143872,,,,5,40.784590,-8.675635
2,13:39:05.395004872,,,,6,40.784590,-8.675635
3,13:39:05.516912520,,,,7,40.784590,-8.675635
4,13:39:05.638815835,,,,8,40.784590,-8.675635
5,13:39:05.760656835,,,,9,40.784590,-8.675635
6,13:39:05.882562761,,,,10,40.784590,-8.675635
7,13:39:05.4441224,,,,11,40.784590,-8.675635
8,13:39:05.126291798,,,,12,40.784590,-8.675635
9,13:39:06.248127446,,,,13,40.784590,-8.675635
10,13:39:06.369955946,,,,14,40.784590,-8.675635
11,13:39:06.491883982,,,,15,40.784590,-8.675635
12,13:39:06.613716705,,,,16,40.784590,-8.675635
13,13:39:06.735567519,,,,17,40.784590,-8.675635
14,13:39:06.857390686,,,,18,40.784590,-8.675635
15,13:39:06.979303816,,,,19,40.784590,-8.675635
16,13:39:06.101154075,,,,20,40.784590,-8.675635
17,13:39:07.222949038,,,,21,40.784590,-8.675635
18,13:39:07.344810852,,,,22,40.784590,-8.675635
19,13:39:07.466764649,,,,23,40.784590,-8.675635
20,13:39:07.588532741,,,,24,40.784590,-8.675635
21,13:39:07.710436834,,,,25,40.784590,-8.675635
22,13:39:07.832245963,,,,26,40.784590,-8.675635
23,13:39:07.954097889,,,,27,40.784590,-8.675635
24,13:39:07.75968259,,,,28,40.784590,-8.675635
25,13:39:08.197858389,,,,29,40.784590,-8.675635
26,13:39:08.319682370,,,,30,40.784590,-8.675635
27,13:39:08.441536278,,,,31,40.784590,-8.675635
28,13:39:08.563343518,,,,32,40.784590,-8.675635
29,13:39:08.685245111,,,,33,40.784590,-8.675635
30,13:39:08.807077611,,,,34,40.784590,-8.675635
31,13:39:08.928967333,,,,35,40.784590,-8.675635
32,13:39:08.50837555,,,,36,40.784590,-8.675635
33,13:39:09.172607925,,,,37,40.784590,-8.675635
34,13:39:09.294491259,,,,38,40.784590,-8.675635
35,13:39:09.416395647,,,,39,40.784590,-8.675635
36,13:39:09.538208795,,,,40,40.784590,-8.675635
37,13:39:09.660043610,,,,41,40.784590,-8.675635
38,13:39:09.781906740,,,,42,40.784590,-8.675635
39,13:39:09.903776443,,,,43,40.784590,-8.675635
40,13:39:09.25676314,,,,44,40.784590,-8.675635
41,13:39:10.147524740,,,,45,40.784590,-8.675635
42,13:39:10.269318295,,,,46,40.784590,-8.675635
43,13:39:10.391145425,,,,47,40.784590,-8.675635
44,13:39:10.513046017,,,,48,40.784590,-8.675635
45,13:39:10.634869554,,,,49,40.784590,-8.675635
46,13:39:10.756741369,,,,50,40.784590,-8.675635
47,13:39:10.878634128,,,,51,40.784590,-8.675635
48,13:39:10.479332,,,,52,40.784590,-8.675635
49,13:39:10.122277665,,,,53,40.784590,-8.675635
50,13:39:11.244103165,,,,54,40.784590,-8.675635
51,13:39:11.366001757,,,,55,40.784590,-8.675635
52,13:39:11.487818405,,,,56,40.784590,-8.675635
53,13:39:11.609683998,,,,57,40.784590,-8.675635
54,13:39:11.731529220,,,,58,40.784590,-8.675635
55,13:39:11.853380053,,,,59,40.784590,-8.675635
56,13:39:11.975240868,,,,60,40.784590,-8.675635
57,13:39:11.97065924,,,,61,40.784590,-8.675635
58,13:39:12.218914775,,,,62,40.784590,-8.675635
59,13:39:12.340826812,,,,63,40.784590,-8.675635
60,13:39:12.462689201,,,,64,40.784590,-8.675635
61,13:39:12.584526757,,,,65,40.784590,-8.675635
62,13:39:12.706363608,,,,66,40.784590,-8.675635
63,13:39:12.828260368,,,,67,40.784590,-8.675635
64,13:39:12.950086293,,,,68,40.784590,-8.675635
65,13:39:12.71898608,,,,69,40.784590,-8.675635
66,13:39:13.193823867,,,,70,40.784590,-8.675635
67,13:39:13.315638552,,,,71,40.784590,-8.675635
68,13:39:13.437537886,,,,72,40.784590,-8.675635
69,13:39:13.559409534,,,,73,40.784590,-8.675635
70,13:39:13.681285812,,,,74,40.784590,-8.675635
71,13:39:13.803117682,,,,75,40.784590,-8.675635
72,13:39:13.924978793,,,,76,40.784590,-8.675635
73,13:39:13.46835811,,,,77,40.784590,-8.675635
74,13:39:14.168699385,,,,78,40.784590,-8.675635
75,13:39:14.290582904,,,,79,40.784590,-8.675635
76,13:39:14.412421311,,,,80,40.784590,-8.675635
77,13:39:14.534226904,,,,81,40.784590,-8.675635
78,13:39:14.656097181,,,,82,40.784590,-8.675635
79,13:39:14.778029218,,,,83,40.784590,-8.675635
80,13:39:14.899809718,,,,84,40.784590,-8.675635
